hotel_id,title,score,stay_date,positive,negative
51,Ne-am simtit foarte bine la acest hotel si-l vom alege cu siguranta si pentru urmatorul sejur,9,martie 2025,"Locatia este perfecta, langa mare , iar camera minunata (curata, spatioasa, extrem de eleganta , iar patul foarte confortabil)",Micul dejun a fost destul de saracacios
51,Frumos și atmosferă plăcută,10,februarie 2025,"Ambientul, amabilitatea personalului",Televizorul și rețeaua
51,Raport excelent calitate preț!,10,ianuarie 2025,"Arhitectură,condițiile,oamenii",lipsa locuri parcare
51,Bun,9,ianuarie 2025,Locația și personalul,Caloriferele ar trebui vopsite sau schimbate.
51,Excepţional,10,ianuarie 2025,totul,
51,Un hotel boem,8,decembrie 2024,"Un hotel mic, cu un aer boem, amplasat într-o zonă foarte frumoasă a orașului, la distanță de mers pe jos de plajă, centrul vechi. Personalul amabil, micul dejun variat, iar camera spațioasă.","Nu există locuri de parcare și din păcate, în extrasezon, străduțele înconjurătoare hotelului nu sunt potrivite pentru plimbare, din cauza câinilor maidanezi care în Constanța încă sunt o problemă. Prețul este destul de ridicat, raportat la investițiile făcute în acest hotel."
51,Excepţional,10,ianuarie 2025,excelent totul,na
51,"Dacă se oferă și un mic dejun de calitate , merita 10 din 10.",8,ianuarie 2025,"Locatie excelenta, cazare foarte frumoasa și stilata.","Micul dejun sărăcăcios (nici la pensiune nu am mâncat așa prost), și adus in reprize…"
51,Un hotel unde vom reveni cu plăcere.,10,ianuarie 2025,"O ședere foarte plăcută, camera a fost spațioasă, călduroasă, confortabilă, impecabil de curată. Am primit chiar și un upgrade gratuit (cameră king, în loc de queen). Hotelul e situat central, în imediata vecinătate a Plajei Modern.",Nu am nimic de reproșat.
51,Relaxant.,10,decembrie 2024,"Destul de central, camera spatioasa.",No complains.
51,Bine,8,decembrie 2024,"Personalul foarte amabil, micul dejun diversificat , pozitia foarte buna , aproape de plaja si de centru","Tapet vechi in camere , dezlipit in diverse locuri, nu s-a facut curatenie, nu s-a ridicat gunoiul, zona de spa aproape inexistenta(motiv pentru care alesesem locatia)"
51,Superb,9,decembrie 2024,"Ne-am simțit foarte bine. L-am ales pentru că este aproape de Sala Studio a teatrului din Constanța, dar și de faleza cazinoului. A fost curat și confortabil.",-
51,Excepţional,10,noiembrie 2024,"Hotelul este situat intr-o zona foarte buna. Este foarte curat, mobilat cu bun gust",
47,Superb,9,mai 2025,"Ramane un hotel foarte bun, camera mare, confortabila.
Mic dejun gustos, personal amabil.
Excelent localizat, dar..","Incepe sa se simta nevoia unei reimprospatari, in special a baii. Un dus walk-in ar fi de preferat unei cazi de baie, de exemplu.
Hotelul NU are locuri de parcare, iar cele mai apropiate, cu plata, nu sunt asa usor de gasit daca nu stii zona.
Exact langa este Irish Pub, cu terasa si muzica  care se aude in camerele de pe acea parte, chiar daca nu e foarte tare. In functie de sensibilitatea fiecaruia, poate fi deranjant."
47,Excelent,10,mai 2025,"Camera curata, spatioasa, luminoasa cu vedere laterala spre mare. Se efectua curatenie in fiecare zi.
Personalul foarte amabil.
Micul dejun foarte variat si consistent",Nimic
47,Excepţional,10,mai 2025,Totul,Nu exista
47,Excepţional,10,mai 2025,"Poziție excelentă, lângă plaja Modern. Hotelul elegant, cu personal amabil. Mic dejun a la carte delicios.",
47,Servicii excelente .,10,aprilie 2025,"Locație grozava,personal excelent,mic dejun fain,ne vedem data următoare cu mare drag !",Nu e cazul .
47,Reusit,10,martie 2025,Excelent,
47,Intotdeauna alegem Cherica pentru o vizita la Constanta.,10,martie 2025,Mic dejun a la carte ! Servire exceptionala iar personalul extrem de amabil. Terasa din spate este un loc frumos unde poti bea ceva.,
47,Excepţional,10,martie 2025,"Locatia foarte buna. Camerele mari. Personal dragut.
Mancare buna.",
47,Excepţional,10,martie 2025,"Micul dejun a fost la înălțime, foarte frumos prezentat în farfurie și mai ales, foarte gustos! O notă excelentă și pentru personal!",
47,Rasfat in Constanta,10,martie 2025,"Elegant, confortabil, cald in camera, pozitie excelentă, atmosfera interbelica, mic dejun super",Totul a fost ok
47,m-am bucurat că am revenit aici,10,martie 2025,"ambianța, așezarea hotelului, micul dejun❤️cafeaua❤️bucuria de a admira tablourile stînd pe unul din fotoliile de pe holuri-extraordinar de frumos amenajate!",-
47,Excelent,10,martie 2025,"Foarte curat, camera spatioasa. Mic dejun a la carte, foarte gustos. Locatia superba",
47,Excepţional,10,februarie 2025,Excelent,
47,Escapada la mare,10,ianuarie 2025,"Pozitia, personalul, totul la superlativ",
47,Perfect,10,decembrie 2024,"O locatie foarte bine amplasata, personalul foarte primitor si de ajutor. Chiar o sa ne intoarcem cu placere aici.",
47,O ședere la superlativ,10,ianuarie 2025,"Acest hotel este unul cu adevărat excepțional: clădirea istorică, apartamentele spațioase, decorurile, facilitățile, atenția la detalii, curățenia impecabilă, micul dejun a la carte și lista ar putea continua cu detalii ce țin de un confort garantat (camerele sunt călduroase, cu posibilitatea de a regla temperatura, presiune grozavă la duș, uscător de păr puternic etc.). Locația este excelentă: la doar câteva minute de plajă și aproape de centrul vechi.
Mulțumim personalului datorită căruia am avut parte de un sejur minunat! (în special domnului care ne-a servit micul dejun) Am apreciat și discreția doamnelor care se ocupă de curățenia camerelor - în multe hoteluri ești trezit de zgomotul creat inevitabil de cărucioarele de pe holuri, aspiratoare etc. Aici poți să dormi până târziu fără probleme. 
Am fost foarte impresionați de acest hotel, ne-am simțit grozav și sperăm să avem cât mai multe ocazii să revenim.",
47,Foarte bine,8,ianuarie 2025,Locația,"Meniul ""a la carte"" și servirea tinerilor chelneri."
47,Excepţional,10,ianuarie 2025,"Un hotel minunat,situat langa mare, cu poveste si personal de exceptie.Pozele din camere si  de pe holuri  te transpun in lumea Chericai si fac sa te simti un oaspete important!",
47,Excepţional,10,decembrie 2024,"Personal amabil, ambient",
47,Excepţional,10,noiembrie 2024,"Camera foarte mare, curățenie impecabilă, apa gratuita, micul dejun delicios, patul și pernele extrem de confortabile.",Un mic minus în aceasta minune de cameră...pilotele mult prea înguste și scurte.
47,Foarte bine,8,noiembrie 2024,,"micul dejun
varietati limitate"
47,Superb,9,octombrie 2024,"Curățenia, linistea",Nimic de obiectat
47,Superb,9,octombrie 2024,"Personalul amabil. Servicii ireproșabile. Curățenie. Amplasare la malul mării, in apropiere de plaja Neversea. Mic dejun foarte bun. Personalul de la Braserie foarte amabil și profesionist :).","Un minus la această cazare este parcarea. Hotelul nu dispune decat de 4 locuri de parcare, pe o străduță in apropiere, care sunt mereu ocupate. Pe bulevard parcarea este gratuită și după ce dai câteva ture pe străzi cu sens unic este posibil să găsești vreun loc 😐."
47,Excepţional,10,octombrie 2024,"Curatenia, personalul foarte amabil, mancarea delicioasa.",Sunt doar patru locuri de parcare si trebuie sa fii norocos sa gasesti unul liber.
46,Un sejur de vis,10,iunie 2025,"Exceptional hotelul iar locatia fantastica. Personalul foarte amabil:desi am ajuns la 10 dimineata iar check-in se facea la 16.00, domnisoara de la receptie, pentru ca erau camere disponibile, ne-a oferit una dintre ele pentru a ne caza mult mai devreme!",
46,Locatie confortabila,9,iunie 2025,"-locatia e la 10 minute de plaja, 15 minute de Piata Ovidiu
-camera moderna, saltea foarte confortabila, televizor imens
-bar, restaurant, terasa
-personalul foarte amabil
-nu am incercat mancarea lor, am mers la restaurantele din apropiere",#NAME?
46,Excepţional,10,iunie 2025,"Poziționarea hotelului foarte bună. Personalul discret, promt si extrem de amabil. Mâncarea excelenta si diversa. Vom revenii cu siguranță.",Locuri de parcare puține
46,Placut! Ne-am simtit bine.,8,iunie 2025,"Locatia perfecta pentru noi! Hotelul nou, curat si linistit. Aproape atat de centru vechi cat si de plajele din Constanta (pe care noi le preferam). Pretul nu este foarte ridicat dar nici ieftin tinand cont ca nu exista SPA, pisicna etc.","Salteaua patului prea tare pentru noi, la fel si pernele prea tari si inalte. 
Micul dejun nu este foarte variat mai ales pentru cei care mananca vegan sau sunt la dieta. In general este destul de putin variat. Dar te poti descurca daca nu ai restrictii."
46,Foarte modern,9,iunie 2025,Locația,Room service inexistent
46,"Pentru un weekend, OK",8,iunie 2025,"Hotelul este nou, curat, decorat cu bun gust, amplasat perfect. Personalul amabil (din pacate mi-as fi dorit sa fie mai proactiv si sa vina ei in intampinarea nevoilor clientilor). Mic-dejun nu foarte bogat, dar corect.","In jurul hotelului se construieste sau sunt cladiri in ruina, deci ""peisajul"" nu este foarte frumos. Cum spuneam, personalul (in special la restaurant) amabil, dar fara initiativa. Iar mancarea a la carte, un dezastru (de ex. am comandat cartofi wedges, si nu aratau nici macar a piure; o masa amorfa dezgustatoare!)"
46,"Foarte frumos, revenim cand mai avem ocazia.",10,iunie 2025,"Am mai fost aici de anul nou, totul ok, mic dejun bun. Ca si amplasament locatia este pozitionata foarte bine (in centru). Parcarea este publica si trebuie platita (cam 30lei pe zi). Exista si un restaurant foarte frumos (prin podeaua din sticla se pot vedea diferite vestigii din vechea cetate) mancarea foarte buna iar preturile sunt chiar de bun simt.
Picioarele fotoliului din camera se cam miscau iar apa la dus se scurgea destul de greu. Sunt sigur ca se vor remedia aceste problemute de aceea am scris in aceasta rubrica (sa nu apara ca minus). :-)",
46,Excepţional,10,martie 2025,Totul,
46,EXCELENT!,10,februarie 2025,"M-am cazat de mai multe ori la acest hotel si de fiecare data revin cu placere.  Foarte curat, mancarea excelenta, personal promt si discret. Cu siguranta voi reveni!",
46,Excepţional,10,februarie 2025,,Micul dejun lasă de dorit sărac și prost gătit. Recomand mic dejun a la carte
46,Excepţional,10,ianuarie 2025,Mâncarea a fost excelenta! Personalul foarte bine pregătiți!,
46,Excepţional,10,ianuarie 2025,"Personal amabil, camera exact ca in descriere, curatenie. Parcarea este publica, contra cost. Restaurantul foarte frumos cu ceva ''istorie in pardoseala''(vezi foto). Per total merita. A fost o experienta placuta. Multumim.",
46,Excepţional,10,ianuarie 2025,"Aproape de plaja, parcare in apropiere",Sistemul de climatizare din tavan cam zgomotos și pe treapta cea mai mica
46,Superb,9,decembrie 2024,Curățenia și  mâncarea foarte bună. Personal amabil și discret.,
46,Superb,9,septembrie 2024,Cam tot.,Tv este prea mare pentru spațiul camerei. Mult prea mare.
46,Ma voi intoarce. Merita!,10,noiembrie 2024,Camera foarte  moderna și curata. Terasa foarte plăcută. Personal amabil și mâncarea excelenta.,Nu are parcare proprie
46,Superb,9,octombrie 2024,"Hotelul e frumos, e amplasat în centru. Camerele sunt curate și elegante.",Micul dejun a fost foarte simplu. Lipseau complet legumele. A fost nevoie să le cer în mod special să le aducă. Contul de Netflix nu funcționează.
46,Exceptional,10,Aug-24,"Locatie foarte buna, la 10-12 minute de plaja. Camera foarte curata. Micul dejun diversificat. Totul impecabil!",
46,Confort,9,septembrie 2024,Podeaua din sticlă care permite  accesul vizual la situl arheologic este o excelentă solutie arhitectonică.,Lipsa parcării
46,Excepţional,10,septembrie 2024,"Locație centrală, construcție nouă, personal amabil.",Cam greu cu parcarea în orele de vârf.
46,Excepţional,10,Aug-24,Totul,
46,Foarte bine,8,iulie 2024,"Locatia super,amplasarea super,serviciile super","camera destul de mica,"
46,Superb,9,iulie 2024,Unhotel nou cu un design modern si estetic.,Micul dejun si faptul ca serviciul a fost f lent.
46,Superb,9,Aug-24,"Hotelul nou, personalul amabil, locatia centrala",Micul dejun nu a fost diversificat
54,Excepţional,10,iunie 2025,Totul a fost la superlativ! Am primit și un upgrade de cameră gratuit.,
54,Foatre bine !,10,mai 2025,Totul a fost de calitate superioara .,Nu avem comentarii negative.
54,"Vrem o țară ca afară…VIBRE un loc… peste ce este ,,afară “",10,mai 2025,Parcare.. camere smart..personal deosebit!,"Pentru cei ce au ceva negativ de spus, cred că o fac din rea-voință sau.. invidie!"
54,Superb,9,mai 2025,"Confort,curatenie","Desi era o camera de nefumători, mirosea a fum de tigara"
54,"Primitori, cald, curat",10,mai 2025,Tot,Nimic
54,Relaxare la superlativ,10,mai 2025,"Un hotel care ne-a depasit asteptarile. Upgrade gratuit, locatie, mic dejun exceptional, curatenie exemplara. Finisaje wow si atentie la detalii. Restaurant rooftop cu mancare extraordinara completata de o priveliste superba in special la apus. Parcarea gratuita este un plus. Vom reveni cu placere!",
54,Excepţional,10,aprilie 2025,Micul dejun exceptional . Personalul foarte amabil si profesionist,Parcarea subterana foarte inghesuita dar sunt locuri de parcare in fata hotelului
54,Extraordinar,10,aprilie 2025,Superb,Nu am nimic de comentat
54,perfect,10,aprilie 2025,totul la superlativ,
54,Impecabil,10,aprilie 2025,Totul a fost la superlativ!,
54,Excepţional,10,aprilie 2025,"Am avut o experiență deosebită la acest hotel! Totul a fost impecabil – de la curățenia camerelor și confortul oferit, până la amabilitatea personalului.",
54,Un hotel perfect!,10,februarie 2025,"Hotel nou,camerele decorate Intr un decor rece,nu prea prietenoase,personalul și micul dejun excelent.Recomand!",
54,Excepţional,10,martie 2025,Personal deosebit.,Nu a fost.
54,Excepţional,10,martie 2025,Totul la superlativ,
54,O sa ne intoarcem la cluj doar pentru a ne caza din nou la dumneavoastra si a degusta minunatiile ce se pregatesc la dum,10,decembrie 2024,"Totul este la superlativ!!! Hotelul/colaboratorii/restaurantul , totul fara nici o nota negativa doar wawww!!se poate si la noi!!! Ca sa nu vorbim de pret care este foarte corect, in linie cu ce ofera !!! Felicitari",
54,Excepţional,10,martie 2025,"Hotel frumos, modern si cu un personal atent la nevoile clientilor. Micul dejun a fost excelent.",
54,Excepţional,10,martie 2025,O locație excelentă.,
54,Un hotel modern și confortabil,10,martie 2025,"Hotel frumos, modern, amenajat conform unor standarde de confort ridicate. Micul dejun este diversificat, sănătos și gustos. Personalul a fost foarte amabil și ne-a oferit tot sprijinul.",Totul a fost în regulă.
54,Excepţional,10,martie 2025,"Nota este in raport cu investitia si trebuie spus ca merita pe deplin 10! Amabilitatea receptiei. Toti au fost foarte draguti inclusiv cei de la micul dejun. Aaa, micul dejun este senzational- a la carte si cehstii faine dar si oferta de la bufet este peste majoritatea. Si retaurantul de pe roof top e foarte fain-de la meniu la atmosfera. Luminile in camera, sunetul de fundal in baie, papucii de casa, totul la superlativ, camera linistita pe spate.","Am sosit cu masina si venind prima oara nu stiam exact pe unde se intra-accesul la garajul din subsol are 2 cai. Bariera este mereu deschisa-dar pana te prinzi-apesi de vreo 3 ori pe buton si astepti sa ti se elibereze tichet :)...bun, ajungi in parcare-iei bagajele si vrei sa urci la receptie-socul arhitectului roman-pana sa ajungi la lift trebuie sa urci vreo 5 scari toate bagajele :) am cerut etaj superior si am primit, insa seara muzica poate fi o problema daca ai si copil-receptia pregatita cu dopuri de urechi-camerele de pe 5 le-as da ultimele. Este totusi decent ca muzica live e pana pe la 23.30 vinerea, dar si muzica de fundal poate fi deranjanta pt sensibili. Am rezervat masa la ora 19 si chiar cu 5 min inainte am fost informati ca masa este doar in intervalul orar 19-21! Pana la urma au fost draguti, vazand totusi consumatia pe care am facut-o si nu ne-au grabit. La mic dejun putea fi facut refill mai des la anumite produse gen vinete sau la branzeturi- Lipsa sapunului atat la chiuveta cat si al dus, dar a fost facut refill la cerere. Sunt doar mici detalii care pot fi imbunatatite, sa nu fie cu suparare :)"
54,Excepţional,10,martie 2025,Atenția la detali și un restaurant cu mâncare foarte bună,
